ComAreaID,community,Pop2012,Pop2014,PopChng,PopM,PopMP,PopF,PopFP,Under5,Under5P,Under18,Under18P,Over18,Over18P,Over21,Over21P,Over65,Over65P,Wht14,Wht14P,Blk14,Blk14P,AI14,AI14P,AS14,AS14P,NHP14,NHP14P,Oth14,Oth14P,Hisp14,Hisp14P,Property_C,PropCrRt,Violent_C,VlntCrRt,PerCInc14,PPop14,Pov14,field_37,ChldPov14,NoHS14,HSGrad14,SmClg14,ClgGrad14,LaborFrc,Unemp14,Pov50,Pov50P,Pov125,Pov125P,Pov150,Pov150P,Pov185,Pov185P,Pov200,Pov200P,COIave,HISave,SESave,Hlitave,BirthRate,FertRate,LoBirthR,PrenScrn,PretBrth,TeenBirth,Assault,BrstCancr,CancerAll,Colorect,DiabetM,FirearmM,InfntMR,LungCancer,ProstateC,Stroke,ChlBLLS,ChlLeadP,GonorrF,GonorrM,Tuberc
25,AUSTIN,98514,99711,0.6039,45562,45.6941,54149,54.3059,7633,7.6551,27260,27.3390,72451,72.6610,67639,67.8350,11592,11.6256,8147,8.1706,85474,85.7217,383,0.3841,573,0.5747,78,0.0782,5976,5.9933,10249,10.2787,3257,0.0327,5475,0.0549,358025,98499,31696,32.1790,11704,14746,21207,17534,7089,41798,9219,7286,7.3970,38627,39.2156,46413,47.1203,55082,55.9214,58132,59.0179,-0.4602,49.3265,53.7076,236.2823,18.0000,80,15,72,14.3000,81.8000,34.4000,33.7000,261.9000,29.8000,113.9000,28.5000,13.3000,74.6000,69.8000,56.8000,492.3000,2,1741.1000,1678.9000,5.8000
26,WEST GARFIELD PARK,18001,18885,2.3966,9093,48.1493,9792,51.8507,1866,9.8809,6266,33.1798,12619,66.8202,11759,62.2663,1699,8.9966,414,2.1922,18151,96.1133,39,0.2065,49,0.2595,0,0.0000,284,1.5038,399,2.1128,748,0.0396,1653,0.0875,111727,18704,8999,48.1127,3788,2827,4071,3072,457,5912,1212,2281,12.1953,10105,54.0259,11249,60.1422,12484,66.7451,13296,71.0864,-0.7743,56.6709,47.2193,224.6595,20.1000,88,17,71,17.5000,114.9000,40.0000,54.7000,291.5000,31.4000,118.2000,36.0000,19.0000,65.3000,75.0000,77.0000,516.1000,1,3193.3000,2336.7000,6.5000
27,EAST GARFIELD PARK,20567,20271,-0.7248,9321,45.9819,10950,54.0181,2500,12.3329,6062,29.9048,14209,70.0952,13001,64.1360,1864,9.1954,1240,6.1171,18810,92.7927,47,0.2319,64,0.3157,8,0.0395,332,1.6378,680,3.3545,922,0.0455,1782,0.0879,156420,19862,8592,43.2585,2994,2429,3962,3595,1551,6936,1430,2261,11.3835,9840,49.5418,11852,59.6717,13258,66.7506,13474,67.8381,-0.2678,53.3187,50.0510,242.3354,19.4000,80,17,73,16.3000,93.2000,38.4000,21.7000,236.8000,24.8000,97.3000,37.1000,11.0000,56.3000,78.1000,47.5000,503.7000,0,2325.1000,1730.2000,13.6000
28,NEAR WEST SIDE,54881,58899,3.5314,29276,49.7054,29623,50.2946,4234,7.1886,8782,14.9103,50117,85.0897,46055,78.1932,3624,6.1529,29936,50.8260,18870,32.0379,321,0.5450,9427,16.0054,105,0.1783,1758,2.9848,6046,10.2650,3340,0.0567,1935,0.0329,698569,55224,14502,26.2603,2967,3247,4348,5937,25875,35892,3844,4376,7.9241,16637,30.1264,18350,33.2283,20525,37.1668,21246,38.4724,0.3126,35.6440,57.6640,242.9247,18.2000,55,9,77,10.5000,36.7000,12.7000,33.4000,202.0000,19.2000,62.3000,9.3000,9.1000,66.2000,33.6000,43.5000,396.7000,0,629.2000,466.5000,14.1000
29,NORTH LAWNDALE,35912,35623,-0.4040,15873,44.5583,19750,55.4417,3806,10.6841,11529,32.3639,24094,67.6361,22070,61.9544,2976,8.3542,1995,5.6003,32594,91.4971,89,0.2498,175,0.4913,0,0.0000,1038,2.9138,2358,6.6193,1476,0.0414,2903,0.0815,178523,35050,15840,45.1926,6622,5124,6228,5906,1842,12406,3149,4109,11.7233,18862,53.8146,21810,62.2254,24256,69.2040,24897,71.0328,-0.4850,54.7252,48.2165,238.6840,20.6000,86,15,75,15.2000,108.9000,46.7000,45.8000,261.5000,34.8000,99.2000,37.6000,14.1000,61.7000,54.0000,70.2000,565.7000,1,2529.9000,2236.3000,9.3000
3,UPTOWN,56362,54062,-2.0829,28072,51.9256,25990,48.0744,2594,4.7982,6109,11.3000,47953,88.7000,47083,87.0907,6496,12.0158,35364,65.4138,11838,21.8971,669,1.2375,5923,10.9559,219,0.4051,2101,3.8863,6964,12.8815,1168,0.0216,1053,0.0195,452388,52678,12691,24.0917,1740,4225,6380,8302,23911,35015,3532,2472,4.6927,14883,28.2528,17466,33.1562,20419,38.7619,20984,39.8345,0.3712,29.8935,60.7820,246.7659,13.1000,50,8,77,10.3000,35.1000,5.4000,21.3000,183.3000,20.5000,80.0000,4.6000,6.5000,50.5000,25.2000,41.7000,353.7000,0,170.8000,468.7000,13.6000
30,SOUTH LAWNDALE,79288,72881,-4.2105,41178,56.5003,31703,43.4997,7226,9.9148,20824,28.5726,52057,71.4274,47699,65.4478,4598,6.3089,47161,64.7096,8951,12.2817,594,0.8150,258,0.3540,81,0.1111,16521,22.6685,61499,84.3828,1177,0.0161,1571,0.0216,193565,64668,23970,37.0662,10416,19835,9212,5040,2252,29153,4519,5033,7.7828,31063,48.0346,37725,58.3364,44061,68.1342,46276,71.5593,-0.5302,59.0582,52.5875,246.2687,19.5000,94,7,85,9.6000,77.5000,11.1000,13.2000,127.4000,9.2000,65.0000,8.6000,5.9000,15.9000,32.7000,37.3000,605.9000,0,289.5000,106.8000,7.9000
31,LOWER WEST SIDE,35769,34979,-1.1166,18160,51.9169,16819,48.0831,2516,7.1929,8838,25.2666,26141,74.7334,24643,70.4508,2852,8.1535,19844,56.7312,1812,5.1803,106,0.3030,644,1.8411,4,0.0114,13418,38.3602,28661,81.9377,710,0.0203,719,0.0206,211370,34975,10141,28.9950,3449,7733,5688,3903,4720,18968,2716,1791,5.1208,13378,38.2502,16424,46.9593,19785,56.5690,21291,60.8749,0.0451,47.6795,56.5834,241.8234,16.5000,68,4,80,8.8000,49.0000,11.7000,27.2000,141.3000,11.9000,61.9000,11.7000,5.4000,27.8000,14.3000,39.2000,589.0000,0,92.3000,78.7000,11.4000
33,NEAR SOUTH SIDE,21390,22021,1.4535,10755,48.8397,11266,51.1603,1715,7.7880,3087,14.0184,18934,85.9816,18756,85.1732,2097,9.5227,11309,51.3555,5978,27.1468,107,0.4859,4781,21.7111,0,0.0000,810,3.6783,1424,6.4666,740,0.0336,466,0.0212,161134,21835,2153,9.8603,295,1063,1314,3032,11932,15490,746,820,3.7554,2555,11.7014,3193,14.6233,4039,18.4978,4141,18.9650,0.5751,25.8082,60.1307,248.5042,21.4000,72,8,78,10.9000,50.9000,4.8000,31.9000,169.0000,19.2000,61.5000,6.6000,4.8000,46.2000,51.4000,52.4000,301.3000,0,300.6000,318.7000,5.0000
34,ARMOUR SQUARE,13391,13850,1.6850,6928,50.0217,6922,49.9783,540,3.8989,2732,19.7256,11118,80.2744,10600,76.5343,2572,18.5704,2300,16.6065,1592,11.4946,188,1.3574,9911,71.5596,65,0.4693,215,1.5523,543,3.9206,358,0.0258,359,0.0259,76135,13849,5168,37.3168,1017,3285,2990,1419,2051,7063,1066,960,6.9319,6815,49.2093,7440,53.7223,8331,60.1560,8569,61.8745,0.0382,51.5364,46.8484,250.9980,11.5000,57,12,79,11.8000,16.2000,1.8000,10.7000,162.9000,23.1000,42.5000,1.8000,1.5000,54.3000,17.2000,38.7000,490.3000,0,222.6000,218.0000,22.7000
10,NORWOOD PARK,36742,40202,4.4968,19811,49.2786,20391,50.7214,2687,6.6837,8555,20.4338,33312,79.5662,32352,77.2733,8059,19.2491,38873,92.8488,643,1.5358,116,0.2771,2206,5.2691,20,0.0478,898,2.1449,4991,11.9211,455,0.0113,276,0.0069,282798,41350,2508,6.0653,434,2290,7950,9365,10801,22117,1856,687,1.6614,3127,7.5623,4681,11.3204,6590,15.9371,7324,17.7122,0.6750,30.5915,63.0269,246.9075,10.4000,59,4,89,8.3000,3.4000,4.7000,20.7000,180.8000,18.9000,47.3000,8.7000,4.4000,44.5000,26.4000,45.2000,163.1000,0,0.0000,0.0000,1.6000
8,NEAR NORTH SIDE,80484,84305,2.3187,38841,46.0720,45464,53.9280,3590,4.2583,6333,7.5120,77972,92.4880,76409,90.6340,12685,15.0466,64868,76.9444,8842,10.4881,561,0.6654,10016,11.8807,94,0.1115,1861,2.2075,4828,5.7268,4458,0.0529,1630,0.0193,1667979,82732,10575,12.7822,1618,1641,3800,9691,54918,57567,3831,3650,4.4118,12633,15.2698,14198,17.1614,16084,19.4411,16866,20.3863,0.7295,18.8878,61.2611,242.4924,10.7000,35,8,69,9.6000,34.0000,3.7000,24.0000,142.7000,15.1000,27.0000,3.2000,6.5000,33.6000,15.1000,22.0000,311.2000,0,244.4000,235.8000,5.5000
32,LOOP,29283,30642,2.2678,15210,49.6378,15432,50.3622,1330,4.3404,1943,6.3410,28699,93.6590,26105,85.1935,2556,8.3415,21068,68.7553,3963,12.9332,281,0.9170,5587,18.2331,59,0.1925,564,1.8406,1823,5.9494,4153,0.1355,1195,0.0390,315345,27164,3720,13.6946,234,406,1077,3035,18117,19674,923,1057,3.8912,3939,14.5008,4214,15.5132,4562,16.7943,4745,17.4680,0.7586,18.4254,59.8792,256.7240,9.4000,27,5,78,6.9000,1.3000,0.7000,20.2000,120.1000,10.8000,26.8000,4.0000,5.7000,29.2000,17.2000,39.0000,297.3000,0,129.9000,200.5000,6.5000
43,SOUTH SHORE,49767,48816,-0.9647,21264,43.5595,27552,56.4405,3622,7.4197,11844,24.2625,36972,75.7375,34749,71.1836,6144,12.5860,1504,3.0810,46914,96.1037,577,1.1820,281,0.5756,98,0.2008,600,1.2291,1000,2.0485,2409,0.0493,3026,0.0620,279629,47892,16987,35.4694,5761,4294,8056,11868,6826,23339,5283,4390,9.1665,19640,41.0089,22305,46.5735,26010,54.3097,27377,57.1640,-0.0430,42.0619,53.1667,250.5231,15.7000,67,13,71,13.4000,65.9000,33.4000,32.4000,246.0000,25.1000,95.4000,30.0000,11.4000,70.0000,54.8000,53.2000,470.3000,1,1718.6000,1357.1000,11.7000
44,CHATHAM,31028,31493,0.7438,13676,43.4255,17817,56.5745,1969,6.2522,6967,22.1224,24526,77.8776,23357,74.1657,4866,15.4511,411,1.3051,31095,98.7362,125,0.3969,97,0.3080,19,0.0603,132,0.4191,230,0.7303,1590,0.0505,1927,0.0612,202740,31348,8292,26.4514,2515,2837,5888,7479,5510,15233,3445,1801,5.7452,10174,32.4550,11777,37.5686,14624,46.6505,15349,48.9633,0.0020,44.1293,55.9258,248.0546,14.4000,71,15,72,15.6000,68.2000,45.2000,41.9000,213.5000,24.1000,73.2000,37.9000,10.9000,51.5000,47.9000,50.3000,418.3000,0,1896.3000,1855.8000,8.2000
45,AVALON PARK,10185,10098,-0.4289,4784,47.3757,5314,52.6243,287,2.8421,1882,18.6374,8216,81.3626,7983,79.0553,2032,20.1228,278,2.7530,9794,96.9895,23,0.2278,51,0.5051,0,0.0000,10,0.0990,59,0.5843,361,0.0357,436,0.0432,47010,10028,1818,18.1292,545,764,1715,3174,1635,4929,1095,683,6.8109,2247,22.4073,2781,27.7323,3524,35.1416,3652,36.4180,0.0489,38.7102,59.3636,247.7146,13.3000,69,19,74,14.6000,63.9000,22.1000,33.8000,239.6000,27.7000,83.9000,18.5000,11.4000,57.9000,45.1000,44.5000,434.8000,0,1139.9000,2059.9000,1.9000
46,SOUTH CHICAGO,31198,28550,-4.4319,13124,45.9685,15426,54.0315,2528,8.8546,7765,27.1979,20785,72.8021,19308,67.6287,3719,13.0263,5836,20.4413,21484,75.2504,17,0.0595,123,0.4308,8,0.0280,1544,5.4081,6494,22.7461,1157,0.0405,1769,0.0620,148761,28475,9573,33.6190,3884,4445,4719,5928,2429,12160,2627,2837,9.9631,11939,41.9280,14800,51.9754,16669,58.5391,17421,61.1800,-0.3514,50.7998,50.6921,249.9049,18.1000,82,13,75,15.1000,76.8000,36.9000,31.9000,227.3000,21.1000,86.9000,33.7000,17.7000,50.9000,56.3000,50.6000,493.4000,1,1774.7000,893.5000,6.9000
47,BURNSIDE,2916,2618,-5.3849,1349,51.5279,1269,48.4721,97,3.7051,557,21.2758,2061,78.7242,1905,72.7655,483,18.4492,0,0.0000,2618,100.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,96,0.0367,132,0.0504,14905,2618,836,31.9328,342,387,566,654,165,1084,175,404,15.4316,1006,38.4263,1134,43.3155,1389,53.0558,1465,55.9587,-0.2507,51.8320,47.2822,249.1250,12.9000,64,7,68,13.2000,68.7000,70.3000,7.6000,191.2000,32.8000,86.1000,70.3000,13.0000,69.5000,44.0000,99.1000,375.0000,3,3108.8000,1574.8000,6.8000
48,CALUMET HEIGHTS,13812,13400,-1.5140,5721,42.6940,7679,57.3060,458,3.4179,2410,17.9851,10990,82.0149,10514,78.4627,3285,24.5149,583,4.3507,12628,94.2388,40,0.2985,19,0.1418,0,0.0000,281,2.0970,519,3.8731,479,0.0357,486,0.0363,130448,13393,2034,15.1870,548,1058,2272,3904,2807,6068,1287,570,4.2560,2710,20.2345,3156,23.5645,4290,32.0317,4587,34.2492,-0.0117,38.1211,59.6087,243.4126,10.0000,57,9,75,16.4000,39.3000,19.5000,33.5000,216.6000,36.0000,81.4000,24.5000,13.9000,48.0000,40.4000,39.2000,383.2000,0,1188.0000,1106.5000,2.8000
49,ROSELAND,44619,44267,-0.3960,19574,44.2180,24693,55.7820,2600,5.8734,11016,24.8854,33251,75.1146,31089,70.2306,7518,16.9833,784,1.7711,43419,98.0844,199,0.4495,164,0.3705,0,0.0000,168,0.3795,489,1.1047,1679,0.0379,2301,0.0520,252932,43502,11644,26.7666,4121,4558,7622,10731,5499,18060,4521,3582,8.2341,14530,33.4008,17385,39.9637,20856,47.9426,22524,51.7769,-0.2495,41.7631,56.1334,245.6018,14.3000,68,12,69,12.8000,79.7000,40.9000,43.5000,258.5000,32.0000,95.5000,37.7000,9.6000,70.3000,57.6000,55.6000,369.5000,1,1512.0000,1725.3000,7.9000
5,NORTH CENTER,31867,34815,4.4210,17260,49.5763,17555,50.4237,3309,9.5045,6965,20.0057,27850,79.9943,27432,78.7936,2713,7.7926,32217,92.5377,873,2.5075,485,1.3931,1841,5.2880,0,0.0000,596,1.7119,4817,13.8360,677,0.0194,237,0.0068,795576,34755,1945,5.5963,250,1544,2842,4075,17442,22629,1038,740,2.1292,2500,7.1932,3342,9.6159,4863,13.9922,5084,14.6281,0.5390,19.4890,58.7618,241.4798,22.4000,76,9,80,9.8000,8.4000,1.0000,16.6000,152.1000,26.1000,49.8000,1.0000,2.7000,42.4000,15.1000,41.6000,178.1000,0,85.4000,188.6000,1.9000
50,PULLMAN,7325,6970,-2.4834,2883,41.3630,4087,58.6370,415,5.9541,1410,20.2296,5560,79.7704,5334,76.5280,1102,15.8106,974,13.9742,5791,83.0846,4,0.0574,48,0.6887,0,0.0000,182,2.6112,570,8.1779,287,0.0412,313,0.0449,60139,6927,1822,26.3029,658,772,1325,1903,1028,3564,917,610,8.8061,2225,32.1207,2415,34.8636,2913,42.0528,2976,42.9623,-0.3518,43.0351,54.8593,226.6283,14.3000,66,11,81,12.1000,67.9000,32.2000,34.6000,262.5000,28.1000,78.5000,32.1000,13.6000,83.8000,92.9000,65.3000,398.5000,3,829.1000,1480.4000,2.7000
51,SOUTH DEERING,15109,15570,1.5027,7199,46.2364,8371,53.7636,854,5.4849,4038,25.9345,11532,74.0655,10783,69.2550,2244,14.4123,3881,24.9261,9982,64.1105,83,0.5331,70,0.4496,15,0.0963,1821,11.6956,4931,31.6699,560,0.0360,615,0.0395,62391,15556,4222,27.1407,1720,2095,3169,3492,1082,6771,1472,877,5.6377,6700,43.0702,7399,47.5636,8391,53.9406,8941,57.4762,-0.4769,45.3562,53.5680,237.6587,15.8000,76,14,76,15.7000,65.3000,41.3000,25.3000,224.0000,32.5000,80.6000,35.1000,11.8000,59.2000,48.7000,54.9000,427.1000,0,907.0000,1018.2000,2.6000
52,EAST SIDE,23042,23739,1.4899,11365,47.8748,12374,52.1252,1944,8.1891,7579,31.9264,16160,68.0736,15123,63.7053,2204,9.2843,19895,83.8072,754,3.1762,204,0.8593,52,0.2190,59,0.2485,3193,13.4504,19148,80.6605,275,0.0116,417,0.0176,99350,23710,5332,22.4884,2804,4201,5111,2917,1759,11134,1981,1512,6.3771,6861,28.9372,9018,38.0346,10950,46.1830,12058,50.8562,-0.4233,48.1303,58.6445,249.5725,17.7000,85,6,73,11.0000,53.0000,10.7000,15.3000,182.9000,12.9000,73.9000,10.1000,3.7000,45.9000,26.2000,33.3000,398.5000,0,191.2000,98.6000,5.2000
53,WEST PULLMAN,29640,31878,3.6380,14127,44.3158,17751,55.6842,2057,6.4527,8258,25.9050,23620,74.0950,21808,68.4108,4419,13.8622,1527,4.7901,30059,94.2939,92,0.2886,58,0.1819,0,0.0000,388,1.2171,1318,4.1345,912,0.0286,1314,0.0412,155952,31680,10587,33.4186,4325,3517,6453,7075,2992,13789,3451,2513,7.9324,12791,40.3756,14290,45.1073,16241,51.2658,17318,54.6654,-0.4444,44.1985,56.8032,256.4761,15.3000,71,14,71,14.4000,67.8000,43.9000,20.3000,263.6000,32.6000,83.4000,46.5000,11.9000,78.6000,62.9000,63.9000,397.2000,1,1656.9000,1673.4000,9.2000
54,RIVERDALE,6482,7190,5.1785,2997,41.6829,4193,58.3171,887,12.3366,3185,44.2976,4005,55.7024,3676,51.1266,342,4.7566,156,2.1697,6943,96.5647,16,0.2225,0,0.0000,0,0.0000,85,1.1822,180,2.5035,231,0.0321,510,0.0709,15078,7092,4513,63.6351,2150,830,1077,1094,128,2512,1016,723,10.1946,5031,70.9391,5749,81.0632,6034,85.0818,6086,85.8150,-1.3459,64.1595,30.6037,244.2562,12.5000,46,15,74,16.5000,64.5000,33.0000,25.0000,258.3000,39.4000,115.9000,32.8000,8.7000,86.1000,42.5000,80.6000,0.0000,0,1699.7000,1397.9000,5.8000
55,HEGEWISCH,9426,9338,-0.4690,4727,50.6211,4611,49.3789,741,7.9353,2237,23.9559,7101,76.0441,6908,73.9773,1578,16.8987,8175,87.5455,656,7.0251,112,1.1994,71,0.7603,0,0.0000,626,6.7038,4887,52.3345,136,0.0146,159,0.0170,49821,9326,1594,17.0920,545,1173,2071,2046,1226,4305,403,483,5.1791,2274,24.3834,2958,31.7178,3340,35.8139,3718,39.8670,-0.3869,37.5703,60.8102,238.6625,13.7000,73,7,66,13.1000,47.1000,6.9000,20.0000,210.0000,16.7000,80.0000,13.4000,8.4000,57.9000,28.6000,47.1000,298.8000,1,0.0000,0.0000,2.1000
56,GARFIELD RIDGE,34513,34743,0.3321,17222,49.5697,17521,50.4303,2824,8.1283,7803,22.4592,26940,77.5408,25695,73.9573,5025,14.4633,26996,77.7020,1889,5.4371,229,0.6591,803,2.3113,0,0.0000,6156,17.7187,15297,44.0290,578,0.0166,409,0.0118,240770,34536,2754,7.9743,789,4196,7717,6647,5170,17982,2164,1172,3.3936,4685,13.5656,5695,16.4900,7743,22.4201,8494,24.5946,-0.1423,33.6989,55.9193,214.9974,13.4000,69,8,81,9.5000,33.7000,9.9000,31.0000,231.9000,24.6000,80.3000,9.2000,4.5000,59.2000,30.9000,42.2000,354.9000,0,180.0000,101.8000,3.5000
57,ARCHER HEIGHTS,13393,13998,2.2088,6967,49.7714,7031,50.2286,1221,8.7227,3949,28.2112,10049,71.7888,9415,67.2596,1443,10.3086,9127,65.2022,247,1.7645,138,0.9859,340,2.4289,8,0.0572,4465,31.8974,10585,75.6179,346,0.0247,291,0.0208,86367,13961,2122,15.1995,975,2733,2982,1910,862,6974,997,579,4.1473,3125,22.3838,4012,28.7372,5700,40.8280,6308,45.1830,-0.3991,43.4872,59.6763,244.1870,18.1000,80,8,74,10.0000,50.3000,16.6000,25.2000,166.3000,9.0000,67.7000,15.4000,5.2000,49.6000,20.5000,41.8000,543.5000,0,0.0000,0.0000,1.5000
58,BRIGHTON PARK,45368,44130,-1.3833,22819,51.7086,21311,48.2914,3434,7.7816,13739,31.1330,30391,68.8670,28100,63.6755,2810,6.3676,27484,62.2796,767,1.7380,502,1.1375,3053,6.9182,7,0.0159,12913,29.2613,37509,84.9966,752,0.0170,826,0.0187,129460,43797,11912,27.1982,4574,11516,7703,4059,1890,20895,3093,2303,5.2584,16699,38.1282,21259,48.5399,25759,58.8145,27578,62.9678,-0.4098,53.8661,56.1280,241.2661,20.6000,90,7,82,8.3000,58.1000,11.1000,26.8000,139.1000,12.8000,69.7000,10.6000,5.9000,27.7000,15.1000,38.3000,580.4000,0,97.2000,52.7000,11.5000
59,MCKINLEY PARK,15612,16449,2.6106,8408,51.1156,8041,48.8844,1441,8.7604,4380,26.6278,12069,73.3722,11509,69.9678,1503,9.1373,8549,51.9728,761,4.6264,474,2.8816,3259,19.8128,0,0.0000,3851,23.4118,9487,57.6752,395,0.0240,276,0.0168,88920,16449,4034,24.5243,1576,3262,3311,2017,1896,8336,1165,1011,6.1463,5488,33.3637,6471,39.3398,8089,49.1762,8873,53.9425,-0.0661,44.6073,59.0917,240.2013,16.7000,73,7,80,9.9000,47.9000,5.1000,32.7000,148.4000,14.2000,61.4000,6.5000,7.3000,38.3000,0.0000,51.7000,529.6000,0,141.4000,0.0000,11.5000
6,LAKE VIEW,94368,97968,1.8717,48829,49.8418,49139,50.1582,5499,5.6131,10421,10.6371,87547,89.3629,85821,87.6011,6841,6.9829,86083,87.8685,4387,4.4780,705,0.7196,7941,8.1057,119,0.1215,1366,1.3943,7133,7.2809,2607,0.0266,1206,0.0123,2075859,97733,11335,11.5979,665,1751,4553,9327,58096,73625,3123,3647,3.7316,13552,13.8664,15747,16.1123,19198,19.6433,20222,20.6911,0.5687,17.9579,61.3523,244.5417,13.5000,38,6,79,8.1000,15.8000,1.4000,20.1000,126.9000,13.0000,38.5000,1.8000,2.2000,32.5000,17.0000,24.4000,179.2000,0,81.8000,357.6000,3.2000
60,BRIDGEPORT,31977,31939,-0.0595,15932,49.8826,16007,50.1174,3787,11.8570,6361,19.9161,25578,80.0839,24397,76.3862,3293,10.3103,16411,51.3823,1364,4.2706,254,0.7953,11105,34.7694,20,0.0626,3659,11.4562,8941,27.9940,597,0.0187,426,0.0133,222459,31844,6560,20.6004,1844,5076,6538,4890,5428,18209,2404,1404,4.4090,8646,27.1511,10453,32.8257,13712,43.0599,15117,47.4721,0.1749,38.2928,58.9591,243.0802,11.7000,51,8,80,11.4000,28.4000,4.9000,16.5000,168.9000,16.1000,49.8000,4.5000,8.0000,54.4000,15.8000,40.1000,384.9000,0,110.8000,65.0000,9.9000
61,NEW CITY,44377,41598,-3.2323,20588,49.4928,21010,50.5072,4119,9.9019,13251,31.8549,28347,68.1451,26291,63.2026,2889,6.9450,20878,50.1899,11699,28.1239,206,0.4952,1083,2.6035,59,0.1418,8434,20.2750,23536,56.5796,1253,0.0301,1608,0.0387,203930,41259,14681,35.5825,6333,8647,8582,4220,1729,18582,4625,3241,7.8553,19047,46.1645,23204,56.2399,26898,65.1930,28021,67.9149,-0.7270,57.7158,48.3681,250.3056,21.4000,93,11,75,12.2000,94.3000,26.6000,23.6000,235.2000,29.2000,83.7000,24.6000,7.9000,69.4000,40.7000,50.2000,555.0000,0,1052.6000,579.7000,9.3000
62,WEST ELSDON,18109,19165,2.8331,9456,49.3399,9709,50.6601,1139,5.9431,5468,28.5312,13697,71.4688,12550,65.4840,1941,10.1278,11821,61.6801,235,1.2262,196,1.0227,257,1.3410,0,0.0000,6951,36.2692,15354,80.1148,368,0.0192,242,0.0126,64574,19027,3067,16.1192,1250,3514,4274,2555,978,9399,1264,788,4.1415,4023,21.1436,5762,30.2833,8663,45.5300,10022,52.6725,-0.1277,50.5112,59.2011,254.0160,20.8000,92,4,81,7.5000,45.5000,5.9000,12.1000,180.6000,11.5000,68.5000,7.7000,8.1000,57.8000,44.7000,42.6000,492.6000,0,122.0000,115.9000,4.5000
63,GAGE PARK,39894,40381,0.6067,20943,51.8635,19438,48.1365,3150,7.8007,13056,32.3320,27325,67.6680,25055,62.0465,2490,6.1663,19788,49.0032,1710,4.2347,138,0.3417,441,1.0921,0,0.0000,18825,46.6185,37260,92.2711,700,0.0173,764,0.0189,96016,39907,9776,24.4970,4234,11000,6870,3373,1272,19410,3140,1753,4.3927,14476,36.2743,19758,49.5101,24489,61.3652,26117,65.4447,-0.2516,58.3252,54.9247,244.8287,21.8000,93,6,80,6.8000,61.4000,10.8000,23.4000,171.0000,13.6000,65.0000,11.1000,5.4000,34.1000,41.1000,51.2000,590.3000,0,171.6000,149.2000,7.0000
64,CLEARING,23139,24452,2.7589,11539,47.1904,12913,52.8096,1950,7.9748,6034,24.6769,18418,75.3231,17613,72.0309,3058,12.5061,18313,74.8937,469,1.9180,94,0.3844,595,2.4333,0,0.0000,6003,24.5501,12005,49.0962,304,0.0124,230,0.0094,168434,24421,2446,10.0160,852,2732,6253,4744,2870,13217,1359,649,2.6575,3532,14.4630,4377,17.9231,5792,23.7173,6466,26.4772,0.0012,34.8859,61.8169,247.9108,14.6000,68,7,85,8.0000,38.7000,9.4000,23.6000,189.4000,22.5000,72.0000,12.7000,6.7000,58.6000,18.7000,53.5000,302.0000,0,0.0000,0.0000,0.9000
65,WEST LAWN,33355,33477,0.1825,17096,51.0679,16381,48.9321,2444,7.3005,10089,30.1371,23388,69.8629,21882,65.3643,2667,7.9667,16479,49.2248,1122,3.3516,409,1.2217,198,0.5915,107,0.3196,15896,47.4833,26926,80.4313,894,0.0267,427,0.0128,105213,33467,6283,18.7737,2696,6650,6436,4729,2021,16123,2074,1440,4.3027,7931,23.6980,10619,31.7298,14074,42.0534,15711,46.9448,-0.0799,43.1592,59.1009,249.7610,18.8000,83,7,83,8.3000,44.6000,10.7000,16.9000,145.1000,15.7000,61.5000,8.8000,8.4000,36.7000,19.7000,43.1000,508.3000,0,93.1000,87.2000,4.3000
