DATE,REPORT_TYPE,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,Sunrise,Sunset
2017-07-17T23:59:00,SOD  ,57,68,68,30.03,29.31,62,6.3,3,-6.3,0,79,56,60,16,0,0,0,90,14,,431,1924
2017-07-18T23:59:00,SOD  ,61,75,60,30.04,29.32,67,4,10,0.7,0,89,60,250,17,0,0,0,240,13,BR,432,1924
2017-07-19T23:59:00,SOD  ,68,79,71,30.05,29.32,71,7.5,14,4.7,0,88,70,320,43,0.48,0,0,320,35,TS RA BR,433,1923
2017-07-20T23:59:00,SOD  ,70,79,78,29.97,29.25,72,7.8,14,4.7,0,88,69,330,32,1.77,0,0,330,24,TS RA BR,433,1922
2017-07-21T23:59:00,SOD  ,70,81,74,29.92,29.19,73,6.9,16,6.8,0,89,72,300,34,1.43,0,T,300,23,TS RA BR FG,434,1921
2017-07-22T23:59:00,SOD  ,69,80,75,29.79,29.08,72,8.5,15,5.8,0,88,72,200,32,0.66,0,0,190,24,TS RA BR,435,1921
2017-07-23T23:59:00,SOD  ,66,80,71,29.79,29.1,70,5.9,15,5.8,0,90,70,350,36,0.21,0,0,340,28,TS RA,436,1920
2017-07-24T23:59:00,SOD  ,59,70,68,30.02,29.33,63,11,5,-4.1,0,74,66,50,26,0,0,0,20,20,,437,1919
2017-07-25T23:59:00,SOD  ,57,72,60,30.14,29.42,64,8,7,-2.1,0,82,61,130,23,0,0,0,130,18,,438,1918
2017-07-26T23:59:00,SOD  ,66,75,70,30.02,29.28,70,7.2,10,1,0,85,65,230,16,0.03,0,0,250,13,RA BR,439,1917
2017-07-27T23:59:00,SOD  ,64,76,68,29.93,29.21,68,11.2,11,2,0,82,70,30,31,T,0,0,30,24,BR HZ,440,1916
2017-07-28T23:59:00,SOD  ,61,73,65,29.98,29.28,65,13.8,8,-0.9,0,79,67,10,26,0,0,0,20,21,,441,1915
2017-07-29T23:59:00,SOD  ,53,72,53,30.11,29.41,61,9.9,7,-1.9,0,79,64,40,26,0,0,0,40,20,,442,1914
2017-07-30T23:59:00,SOD  ,58,73,57,30.17,29.46,64,5.1,8,-0.8,0,84,62,50,16,0,0,0,70,13,,443,1913
2017-07-31T23:59:00,SOD  ,58,76,55,30.15,29.43,65,2.9,11,2.2,0,86,65,270,15,0,0,0,270,12,,444,1912
2017-08-01T23:59:00,SOD  ,62,77,62,30.04,29.31,68,5.4,12,3.3,0,86,67,260,41,0.92,0,0,260,33,TS RA,445,1911
2017-08-02T23:59:00,SOD  ,64,77,69,30,29.29,68,6.9,12,3.3,0,87,66,20,31,T,0,0,20,21,TS RA,446,1909
2017-08-03T23:59:00,SOD  ,65,73,76,29.89,29.16,68,9.2,8,-0.6,0,84,61,220,45,0.88,0,0,230,32,TS RA BR,447,1908
2017-08-04T23:59:00,SOD  ,52,62,69,29.9,29.2,56,13.9,0,-11.5,3,68,56,280,31,T,0,0,300,24,,448,1907
2017-08-05T23:59:00,SOD  ,54,70,59,30.01,29.31,61,7.3,5,-3.5,0,80,60,260,21,0,0,0,260,16,,449,1906
2017-08-06T23:59:00,SOD  ,57,70,63,30.01,29.29,62,4.1,5,-3.4,0,77,63,170,19,0,0,0,190,13,,450,1905
2017-08-07T23:59:00,SOD  ,55,69,63,30.06,29.35,61,7.9,4,-4.4,0,76,61,30,22,T,0,0,20,17,,451,1903
2017-08-08T23:59:00,SOD  ,53,71,52,30.14,29.43,61,5.5,6,-2.3,0,84,58,290,19,0,0,0,320,14,,452,1902
2017-08-09T23:59:00,SOD  ,56,72,57,30.14,29.41,63,5.1,7,-1.2,0,83,61,320,29,0,0,0,280,14,,453,1901
2017-08-10T23:59:00,SOD  ,60,73,65,30.02,29.3,65,8.3,8,-0.2,0,84,62,210,25,0.03,0,0,350,20,TS RA,454,1859
2017-08-11T23:59:00,SOD  ,59,72,67,29.98,29.26,64,9.4,7,-1.1,0,78,65,300,22,0,0,0,320,18,,455,1858
2017-08-12T23:59:00,SOD  ,56,69,66,30.05,29.34,61,7.3,4,-4,0,77,60,20,20,0,0,0,10,15,,456,1857
2017-08-13T23:59:00,SOD  ,53,69,57,30.02,29.29,60,4,4,-4,0,80,57,60,16,T,0,0,90,13,,457,1855
2017-08-14T23:59:00,SOD  ,59,73,62,29.86,29.13,65,4.2,8,0.1,0,83,62,250,18,0,0,0,240,14,,458,1854
2017-08-15T23:59:00,SOD  ,63,76,70,29.91,29.21,67,7.7,11,3.2,0,84,68,50,21,0,0,0,40,16,,459,1852
2017-08-16T23:59:00,SOD  ,68,78,74,29.91,29.18,71,8.1,13,5.3,0,88,67,190,30,0.17,0,0,100,16,TS RA BR HZ,500,1851
2017-08-17T23:59:00,SOD  ,66,77,71,29.75,29.03,70,14.4,12,4.3,0,82,72,290,37,0.02,0,0,280,28,RA,501,1849
2017-08-18T23:59:00,SOD  ,61,75,63,29.83,29.13,66,11,10,2.4,0,82,67,320,25,0,0,0,320,20,,502,1848
2017-08-19T23:59:00,SOD  ,57,75,57,29.93,29.23,63,4.8,10,2.5,0,86,63,100,17,0,0,0,110,13,,503,1847
2017-08-20T23:59:00,SOD  ,64,77,65,30,29.3,68,5.8,12,4.7,0,90,63,240,18,T,0,0,200,14,TS RA,505,1845
2017-08-21T23:59:00,SOD  ,68,79,74,29.98,29.26,71,8.6,14,6.8,0,87,71,240,26,0.03,0,0,230,18,TS RA,506,1843
2017-08-22T23:59:00,SOD  ,58,73,61,29.9,29.21,65,13.3,8,0.9,0,82,64,320,30,0.02,0,0,320,22,RA,507,1842
2017-08-23T23:59:00,SOD  ,52,70,55,30,29.29,59,9.2,5,-2,0,79,60,310,27,0,0,0,290,20,,508,1840
2017-08-24T23:59:00,SOD  ,51,66,62,30.1,29.39,58,8.4,1,-5.8,0,75,56,30,28,0,0,0,30,22,,509,1839
2017-08-25T23:59:00,SOD  ,48,63,56,30.22,29.52,56,5.4,0,-8.7,2,74,52,110,19,0,0,0,110,15,,510,1837
2017-08-26T23:59:00,SOD  ,52,67,58,30.22,29.49,59,7.1,2,-4.5,0,78,56,130,22,T,0,0,100,17,RA,511,1836
2017-08-27T23:59:00,SOD  ,56,70,64,30.08,29.34,61,8.4,5,-1.3,0,78,62,180,20,0.01,0,0,190,14,TS,512,1834
2017-08-28T23:59:00,SOD  ,61,72,77,30.01,29.29,64,5.8,7,0.9,0,80,64,70,21,0.36,0,0,150,15,TS RA BR,513,1832
2017-08-29T23:59:00,SOD  ,61,69,80,30.03,29.31,64,5.4,4,-1.9,0,76,61,20,23,0.07,0,0,10,21,RA BR,514,1831
2017-08-30T23:59:00,SOD  ,58,71,65,30.05,29.34,64,5.6,6,0.3,0,82,60,20,25,0,0,0,20,20,BR,515,1829
2017-08-31T23:59:00,SOD  ,55,69,65,30.13,29.42,61,13.5,4,-1.5,0,73,64,30,28,0,0,0,30,22,,516,1827
2017-09-01T23:59:00,SOD  ,47,60,57,30.15,29.41,54,11.8,0,-10.2,5,69,50,80,27,0,0,0,70,22,,517,1826
2017-09-02T23:59:00,SOD  ,49,63,63,30.01,29.26,55,4.7,0,-7,2,75,50,330,23,0.25,0,0,330,20,RA,518,1824
2017-09-03T23:59:00,SOD  ,54,71,58,29.96,29.23,61,7.3,6,1.3,0,84,57,310,23,0,0,0,310,17,,519,1822
2017-09-04T23:59:00,SOD  ,56,72,59,29.76,29.04,62,12.7,7,2.6,0,82,62,230,31,T,0,0,250,24,RA BR HZ,520,1821
2017-09-05T23:59:00,SOD  ,46,62,60,29.89,29.18,53,12.5,0,-7.1,3,70,54,340,31,T,0,0,320,26,RA,521,1819
2017-09-06T23:59:00,SOD  ,45,58,63,29.99,29.28,51,10.2,0,-10.8,7,67,49,340,24,T,0,0,350,21,,522,1817
2017-09-07T23:59:00,SOD  ,45,62,57,30.03,29.31,53,8.4,0,-6.4,3,71,52,290,28,0,0,0,270,21,,523,1816
2017-09-08T23:59:00,SOD  ,50,64,66,30.21,29.52,56,7.3,0,-4.1,1,69,58,40,20,T,0,0,50,16,RA,524,1814
2017-09-09T23:59:00,SOD  ,47,63,59,30.36,29.65,55,8.2,0,-4.8,2,72,54,60,25,0,0,0,70,17,,525,1812
2017-09-10T23:59:00,SOD  ,47,60,61,30.39,29.65,53,6.2,0,-7.4,5,70,50,100,20,0,0,0,80,15,,526,1810
2017-09-11T23:59:00,SOD  ,48,64,60,30.22,29.47,55,4.6,0,-3,1,75,52,100,16,0,0,0,100,13,,527,1809
2017-09-12T23:59:00,SOD  ,53,66,67,29.96,29.21,58,6.9,1,-0.6,0,77,54,40,22,0,0,0,40,16,,528,1807
2017-09-13T23:59:00,SOD  ,59,68,77,29.78,29.05,62,6.4,3,1.8,0,77,58,100,15,T,0,0,100,13,BR HZ,529,1805
2017-09-14T23:59:00,SOD  ,60,70,74,29.88,29.18,64,5.1,5,4.2,0,81,59,180,14,0,0,0,170,12,FG BR HZ,530,1803
2017-09-15T23:59:00,SOD  ,59,75,59,29.98,29.28,65,9.3,10,9.6,0,87,62,150,20,0,0,0,160,16,,532,1802
2017-09-16T23:59:00,SOD  ,61,77,59,30.03,29.31,67,8.4,12,12,0,88,65,210,36,0,0,0,200,18,,533,1800
2017-09-17T23:59:00,SOD  ,61,75,65,30.04,29.34,66,7.7,10,10.4,0,86,63,270,21,0,0,0,320,17,,534,1758
2017-09-18T23:59:00,SOD  ,55,68,64,30.04,29.31,60,7.5,3,3.9,0,77,58,40,17,0,0,0,50,14,,535,1756
2017-09-19T23:59:00,SOD  ,63,72,79,29.93,29.2,65,6.4,7,8.3,0,79,64,50,17,0.07,0,0,50,15,RA BR,536,1755
2017-09-20T23:59:00,SOD  ,65,77,64,29.88,29.18,70,10.7,12,13.8,0,92,62,170,30,0,0,0,180,24,BR,537,1753
2017-09-21T23:59:00,SOD  ,66,83,58,29.97,29.26,72,5.9,18,20.2,0,94,72,210,17,0,0,0,190,14,,538,1751
2017-09-22T23:59:00,SOD  ,66,83,57,30.02,29.31,71,6.9,18,20.7,0,94,71,210,22,0,0,0,190,15,,539,1749
2017-09-23T23:59:00,SOD  ,65,84,57,30.04,29.33,71,6,19,22.1,0,95,72,100,18,0,0,0,90,15,,540,1748
2017-09-24T23:59:00,SOD  ,61,82,54,30.02,29.31,68,6.2,17,20.6,0,93,70,170,21,0,0,0,110,15,,541,1746
2017-09-25T23:59:00,SOD  ,57,80,48,29.95,29.23,66,6.4,15,19,0,92,67,120,22,0,0,0,110,18,,542,1744
2017-09-26T23:59:00,SOD  ,61,81,54,29.92,29.21,68,9.5,16,20.4,0,92,70,220,27,0,0,0,240,20,,543,1742
2017-09-27T23:59:00,SOD  ,49,64,55,30.09,29.39,56,11.8,0,3.9,1,72,56,320,23,0,0,0,330,18,,544,1741
2017-09-28T23:59:00,SOD  ,44,64,50,30.12,29.4,53,6.6,0,4.3,1,74,53,330,15,0,0,0,340,13,,545,1739
2017-09-29T23:59:00,SOD  ,46,63,55,30.22,29.51,53,10.4,0,3.8,2,70,56,340,26,0,0,0,330,20,,546,1737
2017-09-30T23:59:00,SOD  ,43,61,54,30.36,29.63,52,7.7,0,2.2,4,68,53,100,17,0,0,0,100,14,,547,1735
2017-10-01T23:59:00,SOD  ,40,60,47,30.19,29.44,51,10.3,0,1.6,5,72,48,140,22,0,0,0,140,18,,548,1734
2017-10-02T23:59:00,SOD  ,49,71,45,30.14,29.42,59,12.5,6,13,0,83,58,170,28,0,0,0,170,22,,549,1732
2017-10-03T23:59:00,SOD  ,62,73,70,30.22,29.52,66,14.7,8,15.4,0,78,67,210,28,T,0,0,210,23,,551,1730
2017-10-04T23:59:00,SOD  ,57,67,68,30.24,29.52,62,7.5,2,9.8,0,76,58,210,26,0.03,0,0,210,20,RA BR,552,1729
2017-10-05T23:59:00,SOD  ,50,66,58,30.14,29.39,57,5.8,1,9.2,0,77,54,350,16,0.01,0,0,350,14,RA,553,1727
2017-10-06T23:59:00,SOD  ,61,65,89,29.93,29.18,62,8.7,0,8.6,0,69,60,190,22,0.3,0,0,190,17,RA DZ BR,554,1725
2017-10-07T23:59:00,SOD  ,59,70,74,29.62,28.9,62,17.6,5,14,0,79,60,210,39,0.43,0,0,250,31,RA BR,555,1723
2017-10-08T23:59:00,SOD  ,52,66,65,29.77,29.05,58,7.2,1,10.4,0,78,54,170,22,0,0,0,170,17,,556,1722
2017-10-09T23:59:00,SOD  ,53,67,67,29.91,29.22,59,5.6,2,11.8,0,81,52,30,20,0,0,0,20,16,,557,1720
2017-10-10T23:59:00,SOD  ,54,61,79,30.07,29.34,57,13.8,0,6.1,4,63,58,30,30,0.78,0,0,40,23,RA BR,558,1719
2017-10-11T23:59:00,SOD  ,55,59,89,30.07,29.36,56,12.8,0,4.5,6,62,56,60,33,0.79,0,0,60,23,RA DZ BR,559,1717
2017-10-12T23:59:00,SOD  ,54,58,84,30.13,29.41,56,6.6,0,3.8,7,60,56,160,14,T,0,0,140,12,DZ HZ,601,1715
2017-10-13T23:59:00,SOD  ,55,64,75,30.1,29.37,58,8.1,0,10.2,1,73,55,180,20,0,0,0,40,16,,602,1714
2017-10-14T23:59:00,SOD  ,61,64,92,29.95,29.18,62,8.8,0,10.5,1,66,62,310,45,4.19,0,0,320,38,TS RA BR,603,1712
2017-10-15T23:59:00,SOD  ,47,58,73,30.01,29.33,51,15.7,0,4.9,7,68,47,290,38,0.2,0,0,290,30,RA BR,604,1710
2017-10-16T23:59:00,SOD  ,39,53,61,30.23,29.52,47,7.3,0,0.2,12,63,43,250,20,0,0,0,250,15,,605,1709
2017-10-17T23:59:00,SOD  ,40,60,49,30.16,29.42,49,11.9,0,7.5,5,70,49,220,29,0,0,0,220,23,,606,1707
2017-10-18T23:59:00,SOD  ,42,59,52,30.09,29.34,51,12.7,0,6.9,6,71,47,190,29,0,0,0,210,23,,607,1706
2017-10-19T23:59:00,SOD  ,35,61,45,30.14,29.41,48,6.5,0,9.2,4,70,51,220,21,0,0,0,220,15,,609,1704
2017-10-20T23:59:00,SOD  ,48,65,56,30.09,29.36,56,9,0,13.5,0,78,51,200,25,0,0,0,190,20,,610,1703
2017-10-21T23:59:00,SOD  ,53,69,59,30.02,29.29,59,14.9,4,17.8,0,77,60,190,31,0,0,0,180,24,,611,1701
2017-10-22T23:59:00,SOD  ,54,61,81,29.97,29.24,56,13.1,0,10.2,4,70,51,330,36,0.37,0,0,320,30,RA BR,612,1700
2017-10-23T23:59:00,SOD  ,48,52,85,29.76,28.99,50,9.2,0,1.5,13,54,50,270,24,0.73,0,0,280,18,RA BR,613,1658
2017-10-24T23:59:00,SOD  ,41,46,82,29.66,28.94,44,12.6,0,-4.2,19,50,42,290,28,0.87,0,0,300,21,RA BR,614,1657
2017-10-25T23:59:00,SOD  ,33,46,64,29.78,29.07,39,6,0,-3.8,19,53,38,260,18,0,0,0,300,14,,616,1655
2017-10-26T23:59:00,SOD  ,38,48,65,29.73,28.98,44,11.6,0,-1.5,17,60,36,130,29,0,0,0,140,24,,617,1654
2017-10-27T23:59:00,SOD  ,29,45,65,29.79,29.07,35,15.7,0,-4.2,20,52,38,220,33,T,0,0,240,24,,618,1653
2017-10-28T23:59:00,SOD  ,30,38,70,29.87,29.15,35,10.4,0,-10.8,27,40,36,300,24,T,0,T,290,18,RA DZ BR,619,1651
2017-10-29T23:59:00,SOD  ,27,40,56,29.83,29.07,35,8,0,-8.5,25,46,33,240,19,0,0,0,250,15,,621,1650
2017-10-30T23:59:00,SOD  ,29,44,58,29.75,29.04,38,16.3,0,-4.1,21,50,37,270,39,0,0,0,260,29,,622,1649
2017-10-31T23:59:00,SOD  ,22,37,54,30.09,29.37,32,11.3,0,-10.7,28,40,34,280,33,0,0,0,290,26,,623,1647
2017-11-01T23:59:00,SOD  ,33,40,76,29.95,29.18,38,9.8,0,-7.4,25,44,36,150,23,0.23,0,0,170,20,RA DZ BR,624,1646
2017-11-02T23:59:00,SOD  ,44,48,88,29.96,29.24,46,5.4,0,1,17,51,44,340,19,0.02,0,0,350,15,RA DZ BR HZ,625,1645
2017-11-03T23:59:00,SOD  ,35,43,71,30.28,29.54,40,10.4,0,-3.6,22,48,38,80,24,0,0,0,50,15,,627,1643
2017-11-04T23:59:00,SOD  ,43,46,89,29.98,29.21,45,7.9,0,-0.2,19,50,42,120,24,0.48,0,0,120,20,TS RA DZ FG BR,628,1642
2017-11-05T23:59:00,SOD  ,44,47,84,29.84,29.13,47,7.9,0,1.2,18,52,42,340,26,0.02,0,0,340,22,RA FG BR,629,1641
2017-11-06T23:59:00,SOD  ,28,38,65,30.22,29.51,35,9.1,0,-7.4,27,43,32,330,21,0,0,0,10,17,,630,1640
2017-11-07T23:59:00,SOD  ,28,39,67,30.31,29.59,35,9.4,0,-5.9,26,45,32,20,24,0,0,0,10,20,,632,1639
2017-11-08T23:59:00,SOD  ,26,38,64,30.29,29.52,33,4.5,0,-6.5,27,46,29,250,14,0,0,0,250,12,,633,1638
2017-11-09T23:59:00,SOD  ,19,34,52,30.22,29.5,30,13.6,0,-10,31,46,21,310,29,0,0,0,320,23,,634,1637
2017-11-10T23:59:00,SOD  ,14,24,61,30.55,29.8,22,8.4,0,-19.6,41,30,18,350,22,T,0,0.1,150,18,SN,635,1636
2017-11-11T23:59:00,SOD  ,19,32,59,30.36,29.58,27,8.9,0,-11.1,33,38,26,150,20,0,0,0,170,16,,636,1635
2017-11-12T23:59:00,SOD  ,32,38,83,30.34,29.6,35,4.5,0,-4.6,27,40,36,320,13,0.13,0,T,310,12,RA DZ PL BR,638,1634
2017-11-13T23:59:00,SOD  ,32,36,84,30.44,29.68,34,6.1,0,-6.2,29,40,31,290,16,0,0,0,290,13,BR HZ,639,1633
2017-11-14T23:59:00,SOD  ,34,40,72,30.22,29.42,39,10.7,0,-1.7,25,49,30,190,23,0,0,0,190,20,BR HZ,640,1632
2017-11-15T23:59:00,SOD  ,38,44,77,29.88,29.13,41,15.7,0,2.8,21,52,35,300,40,0.17,0,0,290,30,RA DZ BR,641,1631
2017-11-16T23:59:00,SOD  ,27,36,69,30.2,29.47,33,9.9,0,-4.7,29,38,33,320,26,0,0,0,320,21,,643,1630
2017-11-17T23:59:00,SOD  ,34,42,79,29.9,29.1,38,13.7,0,1.8,23,48,35,170,27,0.14,0,0,180,22,TS RA BR HZ,644,1629
2017-11-18T23:59:00,SOD  ,35,42,81,29.61,28.9,38,15.1,0,2.3,23,48,35,320,36,0.54,0,T,340,29,RA DZ SN BR,645,1628
2017-11-19T23:59:00,SOD  ,20,34,60,30.01,29.29,28,13.2,0,-5.2,31,37,30,320,26,0,0,0,310,22,,646,1628
2017-11-20T23:59:00,SOD  ,28,41,56,29.84,29.07,37,17.9,0,2.3,24,52,30,210,39,0,0,0,210,29,,647,1627
2017-11-21T23:59:00,SOD  ,23,36,55,29.91,29.21,32,14.9,0,-2.1,29,44,27,210,34,0.02,0,0,210,25,RA,649,1626
2017-11-22T23:59:00,SOD  ,16,29,57,30.27,29.53,26,7.3,0,-8.6,36,35,22,320,18,0,0,0,330,15,,650,1626
2017-11-23T23:59:00,SOD  ,22,39,55,29.99,29.22,32,8.3,0,1.9,26,46,32,220,21,0,0,0,220,16,,651,1625
2017-11-24T23:59:00,SOD  ,34,48,57,29.64,28.89,42,13.4,0,11.4,17,63,32,190,36,0,0,0,190,26,,652,1624
2017-11-25T23:59:00,SOD  ,30,44,60,29.95,29.26,38,12.2,0,7.9,21,55,32,330,30,0,0,0,310,23,,653,1624
2017-11-26T23:59:00,SOD  ,27,38,60,30.12,29.38,35,7.3,0,2.4,27,49,27,250,21,0,0,0,240,16,,654,1623
2017-11-27T23:59:00,SOD  ,33,44,63,29.99,29.23,40,7.1,0,8.9,21,57,31,210,30,0,0,0,210,23,,656,1623
2017-11-28T23:59:00,SOD  ,33,52,45,29.97,29.26,44,15.3,0,17.4,13,61,43,210,37,0,0,0,210,28,,657,1622
2017-11-29T23:59:00,SOD  ,27,41,57,30.23,29.49,36,7.2,0,6.9,24,47,34,50,17,0,0,0,50,14,,658,1622
2017-11-30T23:59:00,SOD  ,27,47,47,30.07,29.34,38,10.7,0,13.4,18,54,39,300,27,0,0,0,290,21,,659,1622
2017-12-01T23:59:00,SOD  ,26,41,60,30.21,29.46,35,5,0,7.8,24,53,28,220,15,0,0,0,210,13,,700,1621
2017-12-02T23:59:00,SOD  ,30,44,60,30.12,29.37,37,4.2,0,11.3,21,54,33,230,13,0,0,0,230,10,,701,1621
2017-12-03T23:59:00,SOD  ,30,44,60,30.12,29.36,38,6.3,0,11.7,21,58,29,170,24,0,0,0,170,18,,702,1621
2017-12-04T23:59:00,SOD  ,44,55,61,29.7,28.95,50,21.8,0,23.2,10,65,44,190,47,0.16,0,0,250,35,TS RA,703,1621
2017-12-05T23:59:00,SOD  ,16,36,51,29.89,29.17,28,21.9,0,4.6,29,44,27,280,50,0,0,0,250,38,,704,1620
2017-12-06T23:59:00,SOD  ,15,31,51,29.99,29.26,26,13.7,0,0,34,35,26,250,30,0,0,0,250,24,,705,1620
2017-12-07T23:59:00,SOD  ,10,24,59,30.14,29.39,20,12.4,0,-6.6,41,29,19,320,24,T,0,T,280,18,SN,706,1620
2017-12-08T23:59:00,SOD  ,12,28,52,29.94,29.15,23,12.3,0,-2.2,37,37,18,240,26,0.01,0,T,210,20,SN,707,1620
2017-12-09T23:59:00,SOD  ,18,26,70,29.88,29.15,24,13.9,0,-3.8,39,32,20,320,33,0.03,1,0.6,320,26,SN BR,708,1620
2017-12-10T23:59:00,SOD  ,18,28,64,29.98,29.24,25,10,0,-1.4,37,35,20,250,24,0,0,0,240,18,,709,1620
2017-12-11T23:59:00,SOD  ,23,31,72,29.87,29.11,28,9.9,0,1.9,34,39,23,320,35,0.08,0,1.4,330,28,SN BR,710,1620
2017-12-12T23:59:00,SOD  ,8,24,59,30.05,29.28,17,13.4,0,-4.7,41,31,17,340,36,T,1,T,350,30,SN,710,1620
2017-12-13T23:59:00,SOD  ,18,30,64,29.58,28.84,26,16.1,0,1.6,35,38,22,330,39,T,1,T,320,31,SN BR,711,1621
2017-12-14T23:59:00,SOD  ,10,22,62,30.04,29.29,18,8.1,0,-6.1,43,27,16,340,26,T,0,T,340,20,SN,712,1621
2017-12-15T23:59:00,SOD  ,18,29,62,29.92,29.17,26,11.5,0,1.2,36,37,21,290,33,T,0,T,300,25,SN,713,1621
2017-12-16T23:59:00,SOD  ,25,37,63,29.94,29.2,33,7.9,0,9.5,28,46,27,220,24,0,0,0,220,18,,713,1621
2017-12-17T23:59:00,SOD  ,31,36,78,30.02,29.3,35,4.6,0,8.7,29,42,29,40,12,0,0,0,40,10,BR HZ,714,1622
2017-12-18T23:59:00,SOD  ,37,43,80,29.9,29.18,40,11.5,0,16,22,46,39,240,28,0.01,0,0,240,22,RA DZ BR,715,1622
2017-12-19T23:59:00,SOD  ,27,43,57,29.96,29.22,37,12,0,16.3,22,50,35,240,29,0,0,0,240,21,,715,1622
2017-12-20T23:59:00,SOD  ,20,32,61,30.12,29.38,28,8.4,0,5.5,33,37,27,360,22,0,0,0,330,17,,716,1623
2017-12-21T23:59:00,SOD  ,25,36,62,30,29.26,32,9,0,9.7,29,40,32,140,17,0,0,0,140,14,,716,1623
2017-12-22T23:59:00,SOD  ,30,36,77,30.01,29.26,34,6.9,0,9.9,29,39,33,10,22,T,0,0,340,16,DZ HZ,717,1624
2017-12-23T23:59:00,SOD  ,16,26,64,30.13,29.38,24,9.3,0,0.1,39,33,19,320,22,0,0,0,300,18,,717,1624
2017-12-24T23:59:00,SOD  ,14,20,74,30.13,29.37,19,8.9,0,-5.7,45,22,18,280,25,0.18,0,1.8,270,18,SN FZFG BR FG,718,1625
2017-12-25T23:59:00,SOD  ,2,12,62,30.29,29.5,10,12.9,0,-13.5,53,21,2,280,30,0.01,2,0.1,280,22,SN,718,1626
2017-12-26T23:59:00,SOD  ,-8,1,61,30.59,29.82,0,9.7,0,-24.4,64,5,-3,300,19,0,1,0,300,15,,719,1626
2017-12-27T23:59:00,SOD  ,-8,2,63,30.75,29.96,0,7.8,0,-23.2,63,7,-4,310,18,0,1,0,300,15,,719,1627
2017-12-28T23:59:00,SOD  ,1,8,69,30.57,29.74,8,7.8,0,-17,57,15,0,200,22,0.03,1,0.6,190,17,SN BR,719,1628
2017-12-29T23:59:00,SOD  ,6,12,77,30.35,29.54,11,6.3,0,-12.9,53,15,9,280,17,0.08,2,0.8,290,13,SN BR,719,1628
2017-12-30T23:59:00,SOD  ,-5,7,60,30.37,29.62,3,13.4,0,-17.8,58,15,-1,310,31,T,2,T,320,24,SN,720,1629
2017-12-31T23:59:00,SOD  ,-4,6,60,30.56,29.81,4,11.2,0,-18.6,59,13,-1,320,22,0,2,0,320,18,,720,1630
2018-01-01T23:59:00,SOD  ,-13,-4,62,30.73,29.93,-4,10.7,0,-28.4,69,1,-9,310,23,0,1,0,310,17,,720,1631
2018-01-02T23:59:00,SOD  ,-9,-1,62,30.48,29.62,0,11.1,0,-25.3,66,8,-9,230,30,0,1,0,220,22,,720,1632
2018-01-03T23:59:00,SOD  ,3,12,65,30.15,29.37,10,12.3,0,-12.2,53,17,6,220,27,T,1,0.1,330,21,SN,720,1633
2018-01-04T23:59:00,SOD  ,-4,6,60,30.31,29.55,4,12.4,0,-18.1,59,12,0,330,24,0,1,0,330,20,,720,1634
2018-01-05T23:59:00,SOD  ,-6,5,60,30.45,29.68,3,10.8,0,-19,60,11,-1,330,23,0,1,0,320,20,,720,1635
2018-01-06T23:59:00,SOD  ,-5,8,56,30.57,29.77,5,6.4,0,-15.9,57,17,-2,170,17,0,1,0,200,14,,720,1636
2018-01-07T23:59:00,SOD  ,14,21,69,30.12,29.3,21,15,0,-2.9,44,33,8,210,32,0.03,1,T,210,24,DZ FZRA FZDZ SN PL BR RA,720,1637
2018-01-08T23:59:00,SOD  ,27,34,82,30.04,29.3,31,11.8,0,10.2,31,37,31,250,24,T,1,0,250,18,DZ BR HZ,720,1638
2018-01-09T23:59:00,SOD  ,27,31,87,30.21,29.46,29,6,0,7.3,34,36,26,170,18,0,0,0,160,14,BR HZ,720,1639
2018-01-10T23:59:00,SOD  ,41,43,90,29.85,29.08,42,15.9,0,19.3,22,56,30,210,42,0.01,0,0,210,31,DZ FZDZ BR,719,1640
2018-01-11T23:59:00,SOD  ,43,41,86,29.75,29.03,45,16.3,0,17.4,24,59,23,190,36,0.36,0,0,220,28,RA DZ BR,719,1641
2018-01-12T23:59:00,SOD  ,11,19,63,30.17,29.47,18,19.9,0,-4.6,46,23,14,10,37,T,0,T,360,29,SN,719,1642
2018-01-13T23:59:00,SOD  ,-2,11,53,30.58,29.83,9,9.8,0,-12.5,54,16,6,340,27,0,0,0,340,23,,718,1643
2018-01-14T23:59:00,SOD  ,4,13,65,30.51,29.7,12,9.3,0,-10.5,52,21,5,170,29,0.08,0,0.8,160,22,SN BR,718,1644
2018-01-15T23:59:00,SOD  ,11,17,81,30.25,29.48,15,10.9,0,-6.5,48,24,10,170,22,0.14,2,2.3,170,17,SN BR,718,1645
2018-01-16T23:59:00,SOD  ,10,18,72,30.47,29.72,15,11.9,0,-5.5,47,26,9,320,22,0.01,3,0.6,330,18,SN BR,717,1647
2018-01-17T23:59:00,SOD  ,6,12,71,30.45,29.65,12,12.4,0,-11.4,53,20,4,240,32,0,3,0,240,25,,717,1648
