DATE,REPORT_TYPE,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,Sunrise,Sunset
2016-03-18T23:59:00,SOD  ,29,41,69,30.07,29.35,35,9.2,0,2.3,24,49,32,60,23,0,0,0,290,16,,557,1803
2016-03-19T23:59:00,SOD  ,30,41,72,30.16,29.43,35,8.7,0,2,24,46,35,30,24,0,0,0,60,17,,556,1804
2016-03-20T23:59:00,SOD  ,25,37,62,30.17,29.42,33,8.1,0,-2.4,28,44,30,40,25,0,0,0,40,18,,554,1805
2016-03-21T23:59:00,SOD  ,25,39,56,30.11,29.38,34,7.2,0,-0.7,26,49,28,270,18,0,0,0,240,14,,552,1806
2016-03-22T23:59:00,SOD  ,33,52,53,29.75,28.99,43,11.6,0,11.9,13,63,40,210,31,0,0,0,210,23,,550,1807
2016-03-23T23:59:00,SOD  ,35,39,88,29.84,29.09,37,14.5,0,-1.4,26,42,36,50,28,0.11,0,0,40,21,RA DZ BR,549,1808
2016-03-24T23:59:00,SOD  ,33,35,91,29.65,28.95,34,15,0,-5.8,30,39,30,360,33,1.09,0,T,350,24,RA DZ SN BR,547,1809
2016-03-25T23:59:00,SOD  ,28,38,72,30.06,29.36,33,6.6,0,-3.1,27,48,28,90,18,0,0,0,90,13,,545,1810
2016-03-26T23:59:00,SOD  ,33,43,71,30.12,29.38,39,7.8,0,1.5,22,54,31,60,19,0,0,0,100,15,,543,1812
2016-03-27T23:59:00,SOD  ,39,50,77,29.92,29.16,43,9.6,0,8.2,15,63,36,320,25,0.32,0,0,320,21,RA BR,542,1813
2016-03-28T23:59:00,SOD  ,35,44,72,30.09,29.39,40,10.3,0,1.8,21,53,35,300,26,0,0,0,300,21,,540,1814
2016-03-29T23:59:00,SOD  ,31,45,59,30.23,29.49,39,6.7,0,2.5,20,58,31,130,22,0,0,0,130,17,BR,538,1815
2016-03-30T23:59:00,SOD  ,42,52,70,29.78,28.99,47,16,0,9.1,13,62,42,200,37,0.13,0,0,190,28,TS RA BR,537,1816
2016-03-31T23:59:00,SOD  ,50,56,80,29.43,28.71,53,17.2,0,12.8,9,67,44,200,44,0.39,0,0,200,36,TS RA DZ BR,535,1817
2016-04-01T23:59:00,SOD  ,33,42,70,29.74,29.02,38,9.1,0,-1.6,23,49,35,280,33,0.08,0,0,290,26,RA BR,533,1818
2016-04-02T23:59:00,SOD  ,22,34,63,29.76,29.05,30,17.8,0,-9.9,31,40,27,290,54,0.02,0,0.3,330,43,SN FG BR HZ,532,1819
2016-04-03T23:59:00,SOD  ,29,49,49,29.79,29.04,39,17.1,0,4.7,16,71,26,250,46,T,0,0,240,35,,530,1820
2016-04-04T23:59:00,SOD  ,23,34,68,30.19,29.49,29,13.3,0,-10.7,31,38,29,10,30,T,0,T,10,24,SN,528,1822
2016-04-05T23:59:00,SOD  ,22,35,56,30.28,29.49,32,10.6,0,-10,30,45,24,150,28,0.02,0,0,140,23,RA,526,1823
2016-04-06T23:59:00,SOD  ,40,45,84,29.62,28.84,43,10.4,0,-0.4,20,50,40,320,28,0.31,0,0,330,23,TS RA DZ BR,525,1824
2016-04-07T23:59:00,SOD  ,29,37,71,29.73,29.01,35,14.2,0,-8.8,28,41,33,340,30,0.06,0,0.1,330,23,RA SN BR,523,1825
2016-04-08T23:59:00,SOD  ,27,34,73,29.84,29.13,32,14.1,0,-12.1,31,41,26,300,40,0.1,0,0.7,300,32,RA SN FZFG BR,521,1826
2016-04-09T23:59:00,SOD  ,14,30,51,30.19,29.45,26,12.3,0,-16.5,35,38,22,360,27,0,0,T,340,22,,520,1827
2016-04-10T23:59:00,SOD  ,36,42,82,29.84,29.07,39,14.9,0,-4.9,23,50,33,200,37,0.1,0,T,200,25,RA DZ SN PL BR,518,1828
2016-04-11T23:59:00,SOD  ,30,44,59,29.95,29.25,39,12.3,0,-3.2,21,51,36,310,35,0,0,0,290,24,BR,517,1829
2016-04-12T23:59:00,SOD  ,23,39,53,30.32,29.6,33,8.1,0,-8.6,26,47,30,90,19,0,0,0,100,15,,515,1830
2016-04-13T23:59:00,SOD  ,29,45,56,30.29,29.54,38,7.2,0,-3,20,56,34,100,21,0,0,0,100,17,,513,1832
2016-04-14T23:59:00,SOD  ,28,49,46,30.25,29.49,40,8,0,0.6,16,61,37,120,19,0,0,0,100,16,,512,1833
2016-04-15T23:59:00,SOD  ,33,55,47,30.22,29.49,44,7.8,0,6.3,10,68,42,60,16,0,0,0,70,14,,510,1834
2016-04-16T23:59:00,SOD  ,40,59,51,30.28,29.57,49,6.8,0,9.9,6,76,41,60,19,0,0,0,70,15,,509,1835
2016-04-17T23:59:00,SOD  ,39,62,43,30.34,29.61,51,5.3,0,12.5,3,79,45,100,21,0,0,0,100,18,,507,1836
2016-04-18T23:59:00,SOD  ,40,66,42,30.25,29.52,52,4.8,1,16.1,0,83,49,70,18,0,0,0,40,15,,505,1837
2016-04-19T23:59:00,SOD  ,42,52,71,30.21,29.47,47,11.5,0,1.8,13,57,46,40,24,0,0,0,40,21,,504,1838
2016-04-20T23:59:00,SOD  ,45,61,61,30.03,29.26,52,9.6,0,10.4,4,71,51,180,23,0.48,0,0,190,18,RA BR,502,1839
2016-04-21T23:59:00,SOD  ,50,60,72,29.82,29.1,55,7.2,0,9,5,70,50,250,36,0.01,0,0,240,30,RA DZ BR,501,1840
2016-04-22T23:59:00,SOD  ,40,48,76,30.04,29.34,44,11.9,0,-3.3,17,54,41,10,30,T,0,0,10,25,DZ BR,459,1842
2016-04-23T23:59:00,SOD  ,39,49,66,30.12,29.38,44,7.4,0,-2.7,16,60,38,70,21,0,0,0,100,13,,458,1843
2016-04-24T23:59:00,SOD  ,47,60,61,29.92,29.17,53,8.9,0,8,5,78,41,180,24,0,0,0,190,18,,456,1844
2016-04-25T23:59:00,SOD  ,53,71,56,29.68,28.95,60,12.6,6,18.6,0,83,58,220,35,0.08,0,T,210,25,TS GR RA,455,1845
2016-04-26T23:59:00,SOD  ,41,55,86,29.87,29.15,44,13.7,0,2.2,10,68,42,30,29,0,0,0,30,23,BR,454,1846
2016-04-27T23:59:00,SOD  ,39,45,80,29.88,29.15,42,14,0,-8.1,20,49,41,50,28,0.47,0,0,50,23,TS RA BR,452,1847
2016-04-28T23:59:00,SOD  ,41,46,88,29.92,29.2,43,10.6,0,-7.5,19,50,42,70,28,0.45,0,0,70,22,RA BR,451,1848
2016-04-29T23:59:00,SOD  ,39,46,81,30.09,29.37,42,9,0,-7.8,19,51,41,70,22,0.01,0,0,40,17,RA DZ BR,449,1849
2016-04-30T23:59:00,SOD  ,42,46,88,29.99,29.24,44,13.4,0,-8.1,19,48,43,60,30,0.61,0,0,60,23,RA DZ BR HZ,448,1850
2016-05-01T23:59:00,SOD  ,43,46,94,29.99,29.26,45,12,0,-8.5,19,49,42,60,30,0.51,0,0,40,17,TS RA DZ BR,447,1851
2016-05-02T23:59:00,SOD  ,36,51,59,30.03,29.3,44,10.4,0,-3.8,14,59,42,50,24,0,0,0,50,18,,445,1853
2016-05-03T23:59:00,SOD  ,38,54,51,29.86,29.08,47,9.3,0,-1.1,11,67,40,270,25,T,0,0,260,18,RA,444,1854
2016-05-04T23:59:00,SOD  ,38,50,72,29.79,29.08,43,13.8,0,-5.5,15,57,42,30,39,0.4,0,0,20,29,RA BR,443,1855
2016-05-05T23:59:00,SOD  ,38,51,61,29.96,29.24,45,9.1,0,-4.8,14,61,41,30,29,0,0,0,360,22,,442,1856
2016-05-06T23:59:00,SOD  ,44,62,49,29.86,29.12,54,7.8,0,5.9,3,82,42,290,21,T,0,0,290,16,,440,1857
2016-05-07T23:59:00,SOD  ,36,57,46,29.81,29.1,48,12.8,0,0.6,8,70,44,30,41,0.02,0,0,20,32,RA TS,439,1858
2016-05-08T23:59:00,SOD  ,36,56,47,29.91,29.21,47,5.9,0,-0.7,9,71,41,200,18,0,0,0,190,14,,438,1859
2016-05-09T23:59:00,SOD  ,46,54,76,29.94,29.21,50,13,0,-3,11,58,50,110,30,0.59,0,0,120,25,RA BR,437,1900
2016-05-10T23:59:00,SOD  ,54,57,94,29.9,29.18,55,9,0,-0.3,8,63,51,110,25,0.79,0,0,120,21,RA FG BR,436,1901
2016-05-11T23:59:00,SOD  ,55,60,90,30,29.27,56,6.6,0,2.3,5,69,51,60,16,0.19,0,0,60,13,TS RA FG BR HZ,435,1902
2016-05-12T23:59:00,SOD  ,54,62,77,29.92,29.19,57,10.7,0,4,3,70,53,270,30,0.48,0,0,290,23,TS RA BR,434,1903
2016-05-13T23:59:00,SOD  ,46,55,70,29.93,29.2,51,10.2,0,-3.3,10,66,43,340,37,0.68,0,0,330,29,RA BR,433,1904
2016-05-14T23:59:00,SOD  ,32,44,62,29.99,29.27,39,13.8,0,-14.6,21,47,41,320,30,0,0,0,310,24,,431,1905
2016-05-15T23:59:00,SOD  ,29,45,50,30.1,29.38,39,9.8,0,-13.9,20,55,35,310,31,0,0,0,330,22,,430,1906
2016-05-16T23:59:00,SOD  ,38,58,49,30.09,29.37,48,13.8,0,-1.2,7,70,46,240,29,T,0,0,240,23,RA,430,1907
2016-05-17T23:59:00,SOD  ,37,51,61,30.21,29.49,45,9.7,0,-8.4,14,57,44,20,23,T,0,0,20,20,RA,429,1908
2016-05-18T23:59:00,SOD  ,39,53,59,30.22,29.49,46,6.9,0,-6.7,12,65,41,60,19,0,0,0,50,15,,428,1909
2016-05-19T23:59:00,SOD  ,33,54,43,30.19,29.46,46,5.1,0,-6,11,69,39,70,16,0,0,0,50,14,,427,1910
2016-05-20T23:59:00,SOD  ,39,56,50,30.14,29.4,49,7,0,-4.3,9,68,44,40,20,0,0,0,40,15,,426,1911
2016-05-21T23:59:00,SOD  ,36,64,37,30.09,29.36,50,8.2,0,3.4,1,75,53,40,25,0,0,0,40,21,,425,1912
2016-05-22T23:59:00,SOD  ,42,65,43,30.04,29.31,54,8.3,0,4,0,77,53,80,20,0,0,0,40,14,,424,1913
2016-05-23T23:59:00,SOD  ,43,65,45,29.97,29.24,54,6.8,0,3.7,0,81,48,150,21,0,0,0,150,18,,424,1914
2016-05-24T23:59:00,SOD  ,51,73,44,29.95,29.23,61,10.9,8,11.4,0,86,60,210,28,0,0,0,190,22,,423,1915
2016-05-25T23:59:00,SOD  ,62,75,74,29.94,29.23,66,9.5,10,13.1,0,86,64,220,39,0.95,0,0,220,32,TS RA BR,422,1916
2016-05-26T23:59:00,SOD  ,64,73,72,29.87,29.15,68,8.2,8,10.8,0,83,62,200,22,0,0,0,210,16,BR,422,1917
2016-05-27T23:59:00,SOD  ,65,74,78,29.85,29.13,68,11.7,9,11.5,0,81,66,180,38,0.13,0,0,180,28,TS RA BR,421,1917
2016-05-28T23:59:00,SOD  ,64,73,74,29.88,29.18,68,14.6,8,10.2,0,81,64,180,33,0.13,0,0,200,24,TS BR,420,1918
2016-05-29T23:59:00,SOD  ,60,71,67,29.97,29.26,64,10.9,6,7.8,0,79,63,250,27,0,0,0,240,22,,420,1919
2016-05-30T23:59:00,SOD  ,57,75,55,29.97,29.26,64,6.7,10,11.5,0,87,63,330,22,0,0,0,320,16,,419,1920
2016-05-31T23:59:00,SOD  ,58,73,67,29.96,29.24,63,8.2,8,9.2,0,83,63,260,38,0.56,0,0,260,29,TS RA BR,419,1921
2016-06-01T23:59:00,SOD  ,61,71,76,29.93,29.22,65,6.5,6,6.9,0,79,62,130,18,0.42,0,0,120,14,RA BR,418,1921
2016-06-02T23:59:00,SOD  ,53,68,58,30,29.29,60,7,3,3.5,0,79,57,250,23,0,0,0,260,17,,418,1922
2016-06-03T23:59:00,SOD  ,54,70,56,30.01,29.28,61,3.9,5,5.2,0,84,55,260,15,0,0,0,140,12,,417,1923
2016-06-04T23:59:00,SOD  ,61,67,82,29.79,29.05,63,7,2,1.8,0,72,62,170,19,0.41,0,0,190,15,RA BR,417,1924
2016-06-05T23:59:00,SOD  ,56,70,66,29.67,28.95,62,12.3,5,4.5,0,79,61,280,33,0.05,0,0,260,23,RA,417,1924
2016-06-06T23:59:00,SOD  ,52,71,54,29.66,28.95,60,12.6,6,5.2,0,82,59,290,35,0,0,0,300,26,,417,1925
2016-06-07T23:59:00,SOD  ,48,59,63,29.84,29.14,54,10,0,-7.2,6,67,51,320,22,0,0,0,310,17,,416,1925
2016-06-08T23:59:00,SOD  ,47,61,61,29.98,29.28,53,7.2,0,-5.5,4,70,52,60,18,0,0,0,60,15,,416,1926
2016-06-09T23:59:00,SOD  ,56,63,76,29.97,29.26,59,6.6,0,-3.9,2,72,53,70,18,0.21,0,0,40,15,TS RA BR,416,1927
2016-06-10T23:59:00,SOD  ,63,77,62,29.93,29.21,68,9.7,12,9.8,0,90,63,220,31,0.1,0,0,230,22,TS RA MIFG BR FG,416,1927
2016-06-11T23:59:00,SOD  ,65,81,57,29.93,29.22,71,8.3,16,13.4,0,91,71,260,23,0,0,0,230,17,,416,1928
2016-06-12T23:59:00,SOD  ,40,69,41,30.12,29.41,53,13.2,4,1.1,0,79,59,10,31,0,0,0,20,26,,416,1928
2016-06-13T23:59:00,SOD  ,52,70,53,29.96,29.23,60,4.8,5,1.7,0,86,54,50,20,0.02,0,0,40,15,,416,1929
2016-06-14T23:59:00,SOD  ,63,76,66,29.83,29.1,68,9.4,11,7.4,0,87,64,150,23,T,0,0,150,18,,415,1929
2016-06-15T23:59:00,SOD  ,67,79,68,29.72,29.02,71,9.6,14,10.1,0,90,68,230,32,0.3,0,0,230,24,TS RA BR,416,1929
2016-06-16T23:59:00,SOD  ,60,70,73,29.84,29.15,63,11.8,5,0.7,0,77,63,330,29,T,0,0,330,22,,416,1930
2016-06-17T23:59:00,SOD  ,53,73,52,30.04,29.36,61,8.5,8,3.4,0,85,61,40,19,0,0,0,50,15,,416,1930
2016-06-18T23:59:00,SOD  ,52,73,45,30.18,29.49,62,5.4,8,3.1,0,87,58,70,20,0,0,0,80,16,,416,1930
2016-06-19T23:59:00,SOD  ,58,76,50,30.15,29.42,66,7.4,11,5.8,0,89,62,240,25,0,0,0,240,17,,416,1931
2016-06-20T23:59:00,SOD  ,63,82,53,30.02,29.3,70,14.1,17,11.5,0,93,70,270,31,T,0,0,260,24,RA,416,1931
2016-06-21T23:59:00,SOD  ,51,74,45,29.96,29.23,61,8.8,9,3.2,0,84,64,290,28,0,0,0,270,21,HZ,416,1931
2016-06-22T23:59:00,SOD  ,63,72,79,29.86,29.13,66,7.8,7,0.9,0,76,67,50,41,1.31,0,0,50,36,TS RA FG BR,417,1931
2016-06-23T23:59:00,SOD  ,62,71,80,29.88,29.19,65,7.9,6,-0.4,0,78,64,50,25,0,0,0,20,16,FG BR,417,1931
2016-06-24T23:59:00,SOD  ,57,72,58,30.04,29.34,64,7.3,7,0.4,0,82,62,100,18,0,0,0,120,15,,417,1931
2016-06-25T23:59:00,SOD  ,66,77,64,30.02,29.29,70,9.6,12,5.1,0,89,65,190,25,0,0,0,190,18,,418,1931
2016-06-26T23:59:00,SOD  ,65,81,63,29.98,29.28,70,9.2,16,8.9,0,90,72,200,23,0.03,0,0,310,17,RA BR,418,1931
2016-06-27T23:59:00,SOD  ,60,80,55,30.01,29.31,67,10.6,15,7.6,0,90,69,320,32,0,0,0,310,24,,418,1931
2016-06-28T23:59:00,SOD  ,52,64,62,30.13,29.42,58,11,0,-8.6,1,71,57,10,24,0,0,0,20,21,,419,1931
2016-06-29T23:59:00,SOD  ,50,68,52,30.09,29.36,58,5.9,3,-4.8,0,81,55,90,19,0,0,0,100,14,,419,1931
2016-06-30T23:59:00,SOD  ,54,68,56,29.97,29.23,61,7.2,3,-5,0,78,57,200,21,T,0,0,190,17,,420,1931
2016-07-01T23:59:00,SOD  ,53,66,63,30.07,29.37,58,9.6,1,-7.2,0,72,59,360,24,0,0,0,10,20,,420,1931
2016-07-02T23:59:00,SOD  ,49,65,54,30.12,29.41,57,4.1,0,-8.3,0,76,54,100,21,0,0,0,90,17,,421,1931
2016-07-03T23:59:00,SOD  ,54,66,59,30.04,29.29,60,8.5,1,-7.5,0,77,55,90,22,0,0,0,100,18,,421,1931
2016-07-04T23:59:00,SOD  ,62,73,74,29.87,29.13,65,6.5,8,-0.6,0,79,66,70,23,0,0,0,100,13,,422,1930
2016-07-05T23:59:00,SOD  ,65,77,67,29.86,29.13,69,7.5,12,3.3,0,87,66,240,19,0,0,0,250,14,,423,1930
2016-07-06T23:59:00,SOD  ,68,78,75,29.81,29.1,71,9,13,4.2,0,88,67,330,51,0.87,0,0,330,43,TS RA BR,423,1930
2016-07-07T23:59:00,SOD  ,68,77,81,29.8,29.1,71,5.9,12,3.1,0,84,70,30,23,1.05,0,0,30,18,RA FG BR,424,1929
2016-07-08T23:59:00,SOD  ,64,77,66,29.81,29.11,68,11.3,12,3,0,86,68,270,34,0,0,0,270,25,FG BR,425,1929
2016-07-09T23:59:00,SOD  ,59,72,63,30,29.31,64,9.4,7,-2.1,0,79,65,330,23,0,0,0,330,18,,425,1928
2016-07-10T23:59:00,SOD  ,58,71,60,30.01,29.29,64,4.9,6,-3.2,0,82,60,150,22,0,0,0,160,16,,426,1928
2016-07-11T23:59:00,SOD  ,68,80,67,29.92,29.2,72,11.6,15,5.8,0,90,69,200,26,0,0,0,190,22,,427,1927
2016-07-12T23:59:00,SOD  ,68,81,68,29.84,29.13,72,11.9,16,6.7,0,88,74,250,27,0,0,0,260,21,,428,1927
2016-07-13T23:59:00,SOD  ,69,76,79,29.84,29.13,71,10.2,11,1.7,0,84,68,130,34,0.06,0,0,150,26,RA TS,428,1926
2016-07-14T23:59:00,SOD  ,62,78,60,29.85,29.15,67,14,13,3.7,0,88,67,250,40,0,0,0,250,30,,429,1926
2016-07-15T23:59:00,SOD  ,59,68,75,30,29.31,62,8.3,3,-6.3,0,75,60,270,21,0.14,0,0,20,15,RA BR,430,1925
2016-07-16T23:59:00,SOD  ,55,67,63,30.1,29.38,61,5.9,2,-7.3,0,77,57,90,18,0,0,0,100,15,,431,1924
2016-07-17T23:59:00,SOD  ,65,72,74,29.99,29.28,68,10.9,7,-2.3,0,83,61,240,32,0.25,0,0,170,25,TS RA BR,432,1924
2016-07-18T23:59:00,SOD  ,63,80,64,30.12,29.42,69,5.4,15,5.7,0,88,71,270,15,0,0,0,260,13,,433,1923
2016-07-19T23:59:00,SOD  ,63,80,61,30.18,29.47,69,5,15,5.7,0,91,68,100,16,0,0,0,120,14,,433,1922
2016-07-20T23:59:00,SOD  ,68,79,69,30.14,29.41,71,6.3,14,4.8,0,88,69,220,17,0,0,0,240,13,,434,1921
2016-07-21T23:59:00,SOD  ,73,82,78,30.02,29.29,75,9.1,17,7.8,0,91,72,330,35,1.03,0,0,40,28,TS RA BR,435,1921
2016-07-22T23:59:00,SOD  ,72,81,74,29.98,29.28,75,6.9,16,6.8,0,90,72,180,34,0.01,0,0,180,28,RA,436,1920
2016-07-23T23:59:00,SOD  ,73,81,78,29.95,29.25,75,6.7,16,6.9,0,91,70,10,41,1.11,0,0,20,32,TS RA BR,437,1919
2016-07-24T23:59:00,SOD  ,72,82,79,29.88,29.18,75,11.6,17,7.9,0,93,71,100,37,0.94,0,0,100,29,TS RA,438,1918
2016-07-25T23:59:00,SOD  ,65,81,61,29.97,29.27,70,6.7,16,7,0,89,72,200,20,0,0,0,340,14,,439,1917
2016-07-26T23:59:00,SOD  ,63,79,60,30.01,29.3,69,4.1,14,5,0,88,69,80,16,0,0,0,100,12,,440,1916
2016-07-27T23:59:00,SOD  ,63,79,59,29.96,29.24,69,4.2,14,5.1,0,89,68,180,18,0,0,0,50,14,,441,1915
2016-07-28T23:59:00,SOD  ,69,77,83,29.89,29.18,71,5.9,12,3.1,0,84,70,30,22,0.66,0,0,40,17,TS RA BR,442,1914
2016-07-29T23:59:00,SOD  ,68,76,84,29.92,29.21,70,8.4,11,2.2,0,81,70,50,21,0.11,0,0,40,17,TS RA BR,443,1913
2016-07-30T23:59:00,SOD  ,65,73,78,29.96,29.26,68,8.9,8,-0.8,0,78,68,40,22,0,0,0,50,16,,444,1912
2016-07-31T23:59:00,SOD  ,64,73,73,30.02,29.31,67,6.5,8,-0.7,0,81,65,50,16,0,0,0,50,13,,445,1911
2016-08-01T23:59:00,SOD  ,65,75,72,30.06,29.34,69,6,10,1.3,0,84,65,60,18,0,0,0,60,15,,446,1909
2016-08-02T23:59:00,SOD  ,66,77,67,30.05,29.34,70,5.3,12,3.4,0,87,67,80,17,0,0,0,100,14,,447,1908
2016-08-03T23:59:00,SOD  ,66,80,63,30.02,29.3,71,3.6,15,6.5,0,90,69,100,16,0,0,0,100,14,,448,1907
2016-08-04T23:59:00,SOD  ,66,81,63,29.93,29.2,71,6.2,16,7.5,0,91,70,290,34,0.02,0,0,280,26,RA,449,1906
2016-08-05T23:59:00,SOD  ,65,79,68,29.88,29.18,70,7.9,14,5.6,0,86,72,320,22,T,0,0,320,16,,450,1905
2016-08-06T23:59:00,SOD  ,60,75,60,29.96,29.26,66,6.6,10,1.6,0,84,66,60,18,0,0,0,20,14,,451,1903
2016-08-07T23:59:00,SOD  ,60,73,61,29.97,29.31,65,6,8,-0.3,0,83,62,50,21,0,0,0,50,15,,452,1902
2016-08-08T23:59:00,SOD  ,61,78,58,30.01,29.3,67,9.7,13,4.8,0,84,72,100,22,0,0,0,90,16,,453,1901
2016-08-09T23:59:00,SOD  ,61,78,56,29.99,29.28,68,5.1,13,4.8,0,88,67,240,15,0,0,0,270,12,,454,1859
2016-08-10T23:59:00,SOD  ,66,79,63,30.03,29.33,71,4.8,14,5.9,0,89,69,110,20,0,0,0,120,15,,455,1858
2016-08-11T23:59:00,SOD  ,71,83,68,29.91,29.2,74,8.9,18,10,0,92,73,220,33,0,0,0,190,26,,456,1857
2016-08-12T23:59:00,SOD  ,72,79,87,29.81,29.09,74,6.3,14,6,0,83,74,250,24,0.96,0,0,260,17,TS RA BR,457,1855
2016-08-13T23:59:00,SOD  ,69,78,76,29.81,29.12,72,9.1,13,5.1,0,84,72,310,24,T,0,0,300,20,DZ BR,458,1854
2016-08-14T23:59:00,SOD  ,64,76,66,30,29.31,69,4.3,11,3.2,0,87,65,310,16,0,0,0,320,13,,459,1852
2016-08-15T23:59:00,SOD  ,67,73,79,30.01,29.28,69,8.4,8,0.3,0,78,67,100,24,T,0,0,100,20,,500,1851
2016-08-16T23:59:00,SOD  ,66,80,70,30.02,29.31,70,6.9,15,7.3,0,88,71,340,17,0.02,0,0,330,13,RA,501,1849
2016-08-17T23:59:00,SOD  ,67,79,70,30.04,29.34,70,6.1,14,6.4,0,88,70,270,24,0.05,0,0,260,17,,502,1848
2016-08-18T23:59:00,SOD  ,69,78,78,29.99,29.26,72,7,13,5.5,0,85,70,280,31,0.75,0,0,290,22,TS RA BR,503,1847
2016-08-19T23:59:00,SOD  ,66,75,75,29.88,29.14,69,8.8,10,2.7,0,84,66,300,37,0.07,0,0,300,29,RA TS,505,1845
2016-08-20T23:59:00,SOD  ,65,72,80,29.67,28.96,68,11.5,7,-0.2,0,80,63,290,35,0.47,0,0,280,29,TS RA BR,506,1843
2016-08-21T23:59:00,SOD  ,54,67,66,29.92,29.24,59,9.8,2,-5.1,0,76,58,320,25,0,0,0,320,20,,507,1842
2016-08-22T23:59:00,SOD  ,53,67,61,30.13,29.43,60,5,2,-5,0,78,56,220,26,0,0,0,170,14,,508,1840
2016-08-23T23:59:00,SOD  ,60,71,66,30.14,29.41,64,11.9,6,-0.8,0,81,60,180,24,0,0,0,190,20,,509,1839
2016-08-24T23:59:00,SOD  ,69,77,81,29.96,29.23,71,10.8,12,5.3,0,84,70,180,32,0.23,0,0,190,25,TS RA BR,510,1837
2016-08-25T23:59:00,SOD  ,66,76,78,30.01,29.31,69,6.2,11,4.5,0,85,67,220,16,0.09,0,0,320,13,RA BR,511,1836
2016-08-26T23:59:00,SOD  ,61,74,68,30.11,29.39,66,7,9,2.7,0,81,66,50,23,0.14,0,0,60,14,TS RA,512,1834
2016-08-27T23:59:00,SOD  ,69,76,82,30.04,29.33,71,6.9,11,4.9,0,84,67,160,19,0.84,0,0,200,15,RA BR,513,1832
2016-08-28T23:59:00,SOD  ,69,77,79,30.16,29.46,71,6.4,12,6.1,0,83,71,90,19,0,0,0,90,15,TS,514,1831
2016-08-29T23:59:00,SOD  ,70,78,83,30.19,29.47,72,5,13,7.3,0,86,70,180,21,0.43,0,0,10,17,TS RA BR,515,1829
2016-08-30T23:59:00,SOD  ,69,77,81,30.08,29.36,71,4.3,12,6.5,0,84,70,360,28,0.19,0,0,10,25,TS RA BR,516,1827
2016-08-31T23:59:00,SOD  ,59,70,67,30.06,29.35,64,11.2,5,-0.2,0,76,63,20,29,0,0,0,20,22,,517,1826
2016-09-01T23:59:00,SOD  ,57,68,72,30.17,29.46,61,11.9,3,-2,0,73,62,30,30,T,0,0,20,24,,518,1824
2016-09-02T23:59:00,SOD  ,55,68,64,30.23,29.51,61,8.2,3,-1.7,0,74,62,30,20,0,0,0,30,16,,519,1822
2016-09-03T23:59:00,SOD  ,56,66,67,30.19,29.46,61,5.9,1,-3.4,0,76,56,100,17,0,0,0,100,13,,520,1821
2016-09-04T23:59:00,SOD  ,57,70,67,30.15,29.42,62,7.5,5,0.9,0,80,59,180,21,0,0,0,170,17,,521,1819
2016-09-05T23:59:00,SOD  ,66,75,70,30.06,29.34,70,9.2,10,6.2,0,87,62,190,29,0,0,0,190,23,,522,1817
2016-09-06T23:59:00,SOD  ,72,83,70,30.01,29.29,75,10.1,18,14.6,0,91,75,200,28,T,0,0,240,21,,523,1816
2016-09-07T23:59:00,SOD  ,72,82,75,29.94,29.23,75,9.9,17,13.9,0,89,74,280,38,0.39,0,0,280,29,TS RA BR,524,1814
2016-09-08T23:59:00,SOD  ,69,76,81,29.87,29.16,71,8.1,11,8.2,0,82,70,260,24,0.05,0,0,260,18,RA,525,1812
2016-09-09T23:59:00,SOD  ,65,72,76,29.9,29.18,68,5.1,7,4.6,0,81,63,170,22,T,0,0,170,18,,526,1810
2016-09-10T23:59:00,SOD  ,58,66,74,29.91,29.23,62,11,1,-1,0,73,59,330,33,0.01,0,0,320,26,RA BR,527,1809
2016-09-11T23:59:00,SOD  ,51,64,63,30.14,29.42,57,5.7,0,-2.6,1,76,51,240,17,0,0,0,240,13,,528,1807
2016-09-12T23:59:00,SOD  ,54,67,61,30.07,29.34,60,8.7,2,0.8,0,79,54,200,25,0,0,0,200,20,,529,1805
2016-09-13T23:59:00,SOD  ,61,75,67,30.05,29.34,65,8.8,10,9.2,0,85,65,240,21,T,0,0,280,16,RA,530,1803
2016-09-14T23:59:00,SOD  ,57,69,69,30.2,29.49,61,8,4,3.6,0,74,64,70,18,0.09,0,0,70,14,RA BR,532,1802
2016-09-15T23:59:00,SOD  ,58,69,69,30.17,29.44,63,8.1,4,4,0,78,60,90,25,0,0,0,100,16,,533,1800
2016-09-16T23:59:00,SOD  ,63,74,68,29.96,29.22,67,12,9,9.4,0,83,65,190,35,0.01,0,0,180,24,,534,1758
2016-09-17T23:59:00,SOD  ,59,72,67,29.9,29.19,64,8.7,7,7.9,0,82,62,270,26,0.04,0,0,260,20,RA BR,535,1756
2016-09-18T23:59:00,SOD  ,55,69,64,29.96,29.25,61,3.9,4,5.3,0,81,57,280,11,0,0,0,160,9,,536,1755
